,zcr,energy,energy_entropy,spectral_centroid,spectral_spread,spectral_entropy,spectral_flux,spectral_rolloff,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,chroma_std,delta zcr,delta energy,delta energy_entropy,delta spectral_centroid,delta spectral_spread,delta spectral_entropy,delta spectral_flux,delta spectral_rolloff,delta mfcc_1,delta mfcc_2,delta mfcc_3,delta mfcc_4,delta mfcc_5,delta mfcc_6,delta mfcc_7,delta mfcc_8,delta mfcc_9,delta mfcc_10,delta mfcc_11,delta mfcc_12,delta mfcc_13,delta chroma_1,delta chroma_2,delta chroma_3,delta chroma_4,delta chroma_5,delta chroma_6,delta chroma_7,delta chroma_8,delta chroma_9,delta chroma_10,delta chroma_11,delta chroma_12,delta chroma_std,start_timestamp,end_timestamp,cut
0,0.0,0.0,0.0,0.0,0.0,0.009074410163339383,0.020871143375680582,0.021778584392014518,0.017695099818511795,0.01588021778584392,0.01678765880217786,0.018602540834845735,0.018602540834845735,0.018602540834845735,0.020871143375680582,0.020871143375680582,0.02041742286751361,0.021778584392014518,0.02223230490018149,0.019963702359346643,0.01678765880217786,0.01678765880217786,0.016333938294010888,0.014972776769509982,0.01588021778584392,0.01588021778584392,0.017241379310344827,0.019056261343012703,0.02041742286751361,0.02041742286751361,0.017695099818511795,0.015426497277676952,0.016333938294010888,0.018148820326678767,0.017241379310344827,0.018148820326678767,0.017695099818511795,0.017695099818511795,0.019509981851179675,0.019509981851179675,0.018602540834845735,0.019509981851179675,0.019963702359346643,0.019056261343012703,0.02041742286751361,0.02041742286751361,0.018148820326678767,0.017695099818511795,0.019509981851179675,0.019963702359346643,0.020871143375680582,0.019963702359346643,0.017241379310344827,0.016333938294010888,0.01588021778584392,0.017695099818511795,0.019056261343012703,0.017695099818511795,0.01588021778584392,0.014519056261343012,0.017695099818511795,0.019509981851179675,0.01588021778584392,0.013157894736842105,0.012704174228675136,0.013611615245009074,0.014972776769509982,0.01588021778584392,0.0,0.05,0
1,0.01588021778584392,0.01588021778584392,0.017241379310344827,0.019056261343012703,0.018602540834845735,0.017241379310344827,0.019509981851179675,0.019509981851179675,0.01678765880217786,0.015426497277676952,0.014972776769509982,0.014972776769509982,0.015426497277676952,0.017695099818511795,0.017695099818511795,0.017695099818511795,0.018602540834845735,0.01678765880217786,0.016333938294010888,0.017241379310344827,0.01588021778584392,0.015426497277676952,0.016333938294010888,0.014972776769509982,0.014065335753176044,0.014519056261343012,0.014519056261343012,0.018148820326678767,0.020871143375680582,0.02041742286751361,0.019963702359346643,0.02041742286751361,0.02041742286751361,0.019963702359346643,0.019963702359346643,0.02041742286751361,0.019509981851179675,0.019056261343012703,0.02041742286751361,0.02132486388384755,0.023139745916515426,0.0249546279491833,0.028130671506352088,0.02722323049001815,0.0249546279491833,0.021778584392014518,0.017695099818511795,0.017695099818511795,0.018602540834845735,0.017695099818511795,0.016333938294010888,0.014972776769509982,0.014065335753176044,0.014065335753176044,0.011796733212341199,0.011796733212341199,0.01678765880217786,0.01678765880217786,0.015426497277676952,0.01588021778584392,0.016333938294010888,0.018148820326678767,0.018602540834845735,0.017695099818511795,0.01678765880217786,0.01588021778584392,0.017695099818511795,0.019963702359346643,0.025,0.07500000000000001,0
2,0.018148820326678767,0.01678765880217786,0.01678765880217786,0.016333938294010888,0.014972776769509982,0.016333938294010888,0.017241379310344827,0.01588021778584392,0.01588021778584392,0.016333938294010888,0.015426497277676952,0.015426497277676952,0.015426497277676952,0.014519056261343012,0.013157894736842105,0.011796733212341199,0.012250453720508167,0.011796733212341199,0.012250453720508167,0.011343012704174229,0.009528130671506351,0.009528130671506351,0.011796733212341199,0.014065335753176044,0.014519056261343012,0.014972776769509982,0.016333938294010888,0.017241379310344827,0.017695099818511795,0.019509981851179675,0.019056261343012703,0.019056261343012703,0.018602540834845735,0.018602540834845735,0.02132486388384755,0.021778584392014518,0.019963702359346643,0.019509981851179675,0.02041742286751361,0.018148820326678767,0.015426497277676952,0.017241379310344827,0.017695099818511795,0.01588021778584392,0.01678765880217786,0.017241379310344827,0.015426497277676952,0.01678765880217786,0.017695099818511795,0.016333938294010888,0.017241379310344827,0.01678765880217786,0.016333938294010888,0.017241379310344827,0.01678765880217786,0.018148820326678767,0.019056261343012703,0.019509981851179675,0.02223230490018149,0.023139745916515426,0.023593466424682397,0.02223230490018149,0.018148820326678767,0.016333938294010888,0.017695099818511795,0.017695099818511795,0.017241379310344827,0.017241379310344827,0.05,0.1,0
3,0.016333938294010888,0.014519056261343012,0.014519056261343012,0.01678765880217786,0.018148820326678767,0.019056261343012703,0.018602540834845735,0.018602540834845735,0.019056261343012703,0.019056261343012703,0.018602540834845735,0.018602540834845735,0.019056261343012703,0.017695099818511795,0.018602540834845735,0.019963702359346643,0.019963702359346643,0.020871143375680582,0.020871143375680582,0.024047186932849365,0.023139745916515426,0.020871143375680582,0.02041742286751361,0.018602540834845735,0.017695099818511795,0.017695099818511795,0.018602540834845735,0.014519056261343012,0.011343012704174229,0.012250453720508167,0.010889292196007259,0.011343012704174229,0.013157894736842105,0.01588021778584392,0.016333938294010888,0.014519056261343012,0.01678765880217786,0.018602540834845735,0.017241379310344827,0.014972776769509982,0.016333938294010888,0.018602540834845735,0.018148820326678767,0.017241379310344827,0.019056261343012703,0.02041742286751361,0.017695099818511795,0.01588021778584392,0.016333938294010888,0.017241379310344827,0.018148820326678767,0.016333938294010888,0.015426497277676952,0.016333938294010888,0.014972776769509982,0.01588021778584392,0.018148820326678767,0.018148820326678767,0.018148820326678767,0.018602540834845735,0.014065335753176044,0.011796733212341199,0.013611615245009074,0.011343012704174229,0.011343012704174229,0.012704174228675136,0.010889292196007259,0.010435571687840291,0.07500000000000001,0.125,0
4,0.011796733212341199,0.012250453720508167,0.013157894736842105,0.012704174228675136,0.012704174228675136,0.013157894736842105,0.011343012704174229,0.011343012704174229,0.014065335753176044,0.015426497277676952,0.017241379310344827,0.017695099818511795,0.014972776769509982,0.015426497277676952,0.017695099818511795,0.01678765880217786,0.017241379310344827,0.019509981851179675,0.019509981851179675,0.018602540834845735,0.018148820326678767,0.019963702359346643,0.02041742286751361,0.017695099818511795,0.018148820326678767,0.019056261343012703,0.017695099818511795,0.01678765880217786,0.019056261343012703,0.015426497277676952,0.011343012704174229,0.015426497277676952,0.016333938294010888,0.016333938294010888,0.014972776769509982,0.013157894736842105,0.012704174228675136,0.014972776769509982,0.017695099818511795,0.017241379310344827,0.01678765880217786,0.017241379310344827,0.014519056261343012,0.014519056261343012,0.017695099818511795,0.01678765880217786,0.019509981851179675,0.02041742286751361,0.01678765880217786,0.01588021778584392,0.016333938294010888,0.016333938294010888,0.01588021778584392,0.017695099818511795,0.018148820326678767,0.014972776769509982,0.015426497277676952,0.016333938294010888,0.017695099818511795,0.02223230490018149,0.021778584392014518,0.018148820326678767,0.01588021778584392,0.014519056261343012,0.015426497277676952,0.019509981851179675,0.019509981851179675,0.014065335753176044,0.1,0.15000000000000002,0
5,0.012704174228675136,0.011796733212341199,0.012704174228675136,0.014972776769509982,0.015426497277676952,0.01678765880217786,0.01678765880217786,0.016333938294010888,0.015426497277676952,0.014972776769509982,0.014065335753176044,0.015426497277676952,0.01678765880217786,0.015426497277676952,0.01588021778584392,0.014065335753176044,0.013611615245009074,0.01678765880217786,0.017695099818511795,0.017241379310344827,0.018148820326678767,0.018602540834845735,0.018148820326678767,0.018602540834845735,0.018148820326678767,0.017241379310344827,0.016333938294010888,0.013157894736842105,0.013157894736842105,0.01588021778584392,0.018148820326678767,0.019056261343012703,0.01588021778584392,0.014065335753176044,0.01588021778584392,0.019056261343012703,0.019056261343012703,0.014519056261343012,0.012250453720508167,0.013157894736842105,0.014065335753176044,0.015426497277676952,0.01588021778584392,0.014972776769509982,0.015426497277676952,0.014972776769509982,0.014972776769509982,0.01588021778584392,0.014972776769509982,0.014519056261343012,0.015426497277676952,0.014972776769509982,0.014519056261343012,0.014972776769509982,0.014972776769509982,0.01678765880217786,0.017241379310344827,0.016333938294010888,0.01678765880217786,0.018602540834845735,0.019509981851179675,0.019056261343012703,0.019509981851179675,0.019056261343012703,0.018148820326678767,0.016333938294010888,0.01588021778584392,0.018148820326678767,0.125,0.175,0
6,0.018148820326678767,0.018602540834845735,0.018602540834845735,0.019963702359346643,0.02132486388384755,0.018602540834845735,0.012704174228675136,0.006805807622504537,0.006805807622504537,0.007713248638838476,0.006352087114337568,0.006352087114337568,0.007713248638838476,0.005898366606170599,0.003629764065335753,0.007259528130671506,0.012704174228675136,0.012704174228675136,0.011796733212341199,0.012704174228675136,0.011343012704174229,0.009528130671506351,0.010889292196007259,0.012704174228675136,0.012704174228675136,0.012250453720508167,0.011343012704174229,0.011796733212341199,0.013157894736842105,0.013611615245009074,0.014065335753176044,0.013611615245009074,0.013611615245009074,0.011343012704174229,0.011343012704174229,0.01678765880217786,0.017695099818511795,0.016333938294010888,0.014972776769509982,0.014972776769509982,0.014519056261343012,0.015426497277676952,0.01678765880217786,0.013157894736842105,0.009074410163339383,0.010435571687840291,0.014972776769509982,0.014972776769509982,0.014519056261343012,0.013611615245009074,0.014065335753176044,0.015426497277676952,0.014972776769509982,0.018148820326678767,0.02041742286751361,0.018148820326678767,0.018148820326678767,0.02132486388384755,0.019963702359346643,0.018148820326678767,0.017241379310344827,0.018602540834845735,0.018602540834845735,0.015426497277676952,0.017241379310344827,0.019509981851179675,0.017241379310344827,0.013611615245009074,0.15000000000000002,0.2,0
7,0.014972776769509982,0.015426497277676952,0.01588021778584392,0.017241379310344827,0.019056261343012703,0.020871143375680582,0.018602540834845735,0.017695099818511795,0.017241379310344827,0.017241379310344827,0.018148820326678767,0.016333938294010888,0.014065335753176044,0.017241379310344827,0.020871143375680582,0.02041742286751361,0.019509981851179675,0.019963702359346643,0.018602540834845735,0.017695099818511795,0.018148820326678767,0.017241379310344827,0.01678765880217786,0.014972776769509982,0.013157894736842105,0.014519056261343012,0.015426497277676952,0.014519056261343012,0.013611615245009074,0.014519056261343012,0.015426497277676952,0.014519056261343012,0.01678765880217786,0.019056261343012703,0.019056261343012703,0.018602540834845735,0.018602540834845735,0.019056261343012703,0.018602540834845735,0.018602540834845735,0.019056261343012703,0.017695099818511795,0.01678765880217786,0.017241379310344827,0.021778584392014518,0.0249546279491833,0.02223230490018149,0.021778584392014518,0.021778584392014518,0.020871143375680582,0.019963702359346643,0.017695099818511795,0.01678765880217786,0.018148820326678767,0.01678765880217786,0.01588021778584392,0.014972776769509982,0.013611615245009074,0.014065335753176044,0.014065335753176044,0.01588021778584392,0.014972776769509982,0.014065335753176044,0.01678765880217786,0.018148820326678767,0.01678765880217786,0.015426497277676952,0.015426497277676952,0.17500000000000002,0.22500000000000003,0
8,0.017241379310344827,0.017695099818511795,0.01678765880217786,0.019509981851179675,0.020871143375680582,0.018602540834845735,0.017695099818511795,0.017241379310344827,0.014972776769509982,0.013157894736842105,0.016333938294010888,0.018602540834845735,0.01678765880217786,0.015426497277676952,0.016333938294010888,0.017241379310344827,0.01588021778584392,0.01588021778584392,0.016333938294010888,0.016333938294010888,0.010435571687840291,0.004537205081669692,0.004083484573502722,0.004083484573502722,0.007259528130671506,0.010435571687840291,0.009528130671506351,0.007713248638838476,0.007713248638838476,0.013157894736842105,0.015426497277676952,0.011796733212341199,0.012704174228675136,0.014065335753176044,0.014065335753176044,0.013157894736842105,0.012704174228675136,0.013157894736842105,0.013157894736842105,0.015426497277676952,0.018602540834845735,0.017695099818511795,0.014972776769509982,0.017241379310344827,0.019963702359346643,0.019963702359346643,0.02041742286751361,0.019963702359346643,0.017695099818511795,0.017241379310344827,0.018148820326678767,0.02041742286751361,0.02223230490018149,0.020871143375680582,0.022686025408348458,0.024047186932849365,0.024047186932849365,0.02132486388384755,0.01678765880217786,0.017241379310344827,0.017695099818511795,0.01588021778584392,0.01588021778584392,0.016333938294010888,0.015426497277676952,0.01678765880217786,0.017695099818511795,0.017695099818511795,0.2,0.25,0
9,0.016333938294010888,0.016333938294010888,0.019963702359346643,0.019963702359346643,0.018148820326678767,0.019509981851179675,0.018602540834845735,0.01588021778584392,0.01678765880217786,0.016333938294010888,0.014972776769509982,0.01588021778584392,0.016333938294010888,0.017241379310344827,0.01678765880217786,0.014519056261343012,0.014972776769509982,0.014519056261343012,0.014065335753176044,0.017695099818511795,0.019056261343012703,0.01588021778584392,0.01588021778584392,0.017695099818511795,0.014972776769509982,0.014519056261343012,0.017695099818511795,0.017695099818511795,0.015426497277676952,0.013157894736842105,0.014065335753176044,0.014065335753176044,0.014972776769509982,0.017241379310344827,0.015426497277676952,0.01588021778584392,0.01678765880217786,0.01588021778584392,0.014065335753176044,0.013611615245009074,0.014519056261343012,0.013611615245009074,0.014519056261343012,0.014519056261343012,0.013611615245009074,0.013611615245009074,0.014065335753176044,0.014972776769509982,0.016333938294010888,0.018602540834845735,0.017241379310344827,0.01678765880217786,0.018602540834845735,0.019056261343012703,0.018602540834845735,0.01678765880217786,0.016333938294010888,0.019963702359346643,0.02132486388384755,0.019509981851179675,0.019963702359346643,0.019509981851179675,0.019509981851179675,0.020871143375680582,0.019056261343012703,0.015426497277676952,0.012704174228675136,0.012250453720508167,0.225,0.275,0
